English,Russian
I hate surprises.,Ненавижу сюрпризы.
I hate terrorism.,Я ненавижу терроризм.
I hate terrorism.,Ненавижу терроризм.
I hate that book.,Я ненавижу эту книгу.
I hate that song.,Я ненавижу это песню.
I hate that song.,Терпеть не могу эту песню.
I hate that word.,Я ненавижу это слово.
I hate the rules.,Я ненавижу правила.
I hate this city.,Я ненавижу этот город.
I hate this game.,Ненавижу эту игру.
I hate this song.,Ненавижу эту песню.
I hate this town.,Ненавижу этот город.
I hate traveling.,Я ненавижу путешествовать.
I have Tom's key.,Ключи Тома у меня.
I have a bicycle.,У меня есть велосипед.
I have a big dog.,У меня большая собака.
I have a brother.,У меня есть брат.
I have a comment.,У меня есть комментарий.
I have a diploma.,У меня есть диплом.
I have a dog now.,Теперь у меня есть собака.
I have a grenade.,У меня есть граната.
I have a husband.,У меня есть муж.
I have a license.,У меня есть лицензия.
I have a new car.,У меня новая машина.
I have a new job.,У меня новая работа.
I have a printer.,У меня есть принтер.
I have a problem.,У меня проблема.
I have a problem.,У меня есть проблема.
I have a red car.,У меня есть красная машина.
I have a red car.,У меня красная машина.
I have a scooter.,У меня есть скутер.
I have a toaster.,У меня есть тостер.
I have a website.,У меня есть сайт.
I have a website.,У меня есть веб-сайт.
I have an excuse.,У меня есть оправдание.
I have asked him.,Я спросил его.
I have bad knees.,У меня больные колени.
I have been busy.,Я был занят.
I have been busy.,Я была занята.
I have blue eyes.,У меня голубые глаза.
I have few books.,У меня мало книг.
I have flat feet.,У меня плоскостопие.
I have four aces.,У меня четыре туза.
I have good ears.,У меня хороший слух.
I have good eyes.,У меня хорошее зрение.
I have good kids.,У меня хорошие дети.
I have good news.,У меня хорошие новости.
I have gray hair.,У меня седые волосы.
I have gray hair.,Я седой.
I have gray hair.,Я седая.
I have hay fever.,У меня сенная лихорадка.
I have heartburn.,У меня изжога.
I have insurance.,У меня есть страховка.
I have long hair.,У меня длинные волосы.
I have my doubts.,У меня есть некоторые сомнения.
I have no choice.,У меня нет выбора.
I have no doubts.,У меня нет никаких сомнений.
I have no excuse.,У меня нет оправданий.
I have no excuse.,Мне нет оправдания.
I have no family.,У меня нет семьи.
I have no future.,У меня нет будущего.
I have one child.,У меня один ребёнок.
I have pneumonia.,У меня пневмония.
I have pneumonia.,У меня воспаление лёгких.
I have questions.,У меня есть вопросы.
I have some food.,У меня есть немного еды.
I have some news.,У меня новости.
I have some news.,У меня есть кое-какие новости.
I have some pens.,У меня есть несколько ручек.
I have something.,У меня что-то есть.
I have something.,У меня кое-что есть.
I have the money.,Деньги у меня.
I have the video.,У меня есть видео.
I have to change.,Мне надо переодеться.
I have to change.,Мне надо измениться.
I have to escape.,Мне надо сбежать.
I have to go now.,Мне пора идти.
I have to go now.,Мне уже надо идти.
I have to go out.,Мне надо выйти.
I have to shower.,Мне нужно в душ.
I have turned 20.,Мне стукнуло двадцать.
I have turned 20.,Мне исполнилось двадцать.
I have two books.,У меня две книги.
I have two books.,У меня есть две книги.
I have your file.,Твой файл у меня.
I have your file.,Ваш файл у меня.
I hear he is ill.,"Я слышал, что он болеет."
I hear something.,Я что-то слышу.
I heard Tom sing.,"Я слышал, как Том поёт."
I heard a scream.,Я слышал крик.
I heard a scream.,Я слышала крик.
I heard a scream.,Я слышал вопль.
I heard a scream.,Я слышала вопль.
I heard a scream.,Я услышал крик.
I heard about it.,Я слышал об этом.
I heard coughing.,Я слышал кашель.
I heard it on TV.,Я слышал это по телевизору.
I heard it on TV.,Я это по телевизору слышал.
I heard the bell.,Я слышал колокол.
I heard the bell.,Я услышал колокол.
I held my breath.,Я задержал дыхание.
I held my breath.,Я затаил дыхание.
I hired Tom back.,Я снова взял Тома на работу.
